"Id","Text","Time","Retweet_count"
1533,"rt @hugotwilliams: breaking: @inec chief jega confirms apc's muhammadu buhari as winner of presidential election. #nigeriadecides http://t.…","2015-04-01 03:37:58",10
1534,"rt @vanguardngrnews: #nigeriadecides according to inec voting starts 1:30pm. but is that the case in your polling units? share yor tots! ht…","2015-03-28 13:47:09",7
1535,"two reported dead as boko haram attacks polling stations in the northeast #nigeriadecides http://t.co/8ejfub0u5t","2015-03-28 13:13:39",10
1536,"rt @davidadeleke: @alibabagcfr i commend president jonathan for today's election. it will probably one of his pivotal achievements. @omojuw…","2015-03-28 16:56:20",15
1537,"rt @situationroomng: in delta 151332,observers r not allowed to observe. no @inecnigeria officials &amp; thugs have taken over the pu @channels…","2015-03-28 10:19:55",19
1538,"rt @tvcnigeria: in alimosho 2, inec officials have set up at ipaja community pry school as residents await commencement of accreditation #n…","2015-03-28 07:59:42",5
1539,"rt @bisialimi: the votes as it stands now: @apcnigeria- 7,904,668 and @pdpnigeria 4,426,106 and a total votes difference of 3,478,562 #nige…","2015-03-30 20:49:56",27
1540,"rt @channelstv: #nigeria2015 live update: election campaigns officially close in nigeria. get election process updates here = &gt; http://t.co…","2015-03-27 05:40:35",20
1541,"rt @toluogunlesi: ait says fmr aviation min stella oduah of 'bmwgate' declared winner of the anambra north senatorial district election. #n…","2015-03-30 12:48:58",18
1542,"#buhariunhinged says fgn's priority is to rig elections not secure the country http://t.co/rqufw4bx2c #nigeriadecides","2015-03-04 17:30:15",9
1543,"rt @rotexonline: if card readers are not working well in your pu, ask inec officials to remove protective film from the card readers lens #…","2015-03-28 10:39:32",164
1544,"rt @blossomnnodim: impact of social media ahead of #nigeria's elections:
1. increased conversation
2. improved participation

#ajnigeriadec…","2015-02-13 15:55:50",8
1545,"rt @eienigeria: #nigeriadecides: @inecnigeria does not believe the allegations about #rivers are sufficient to cancel elections in the stat…","2015-03-31 11:46:56",6
1546,"rt @emekagift: @wef #biafrans unequivocally rejects elections in #nigeria because we are not nigerians no election in #biafraland #freebiaf…","2015-03-17 07:39:20",7
1547,"rt @mobilepunch: (1)
all roads leading to the inec office in udo udoma, uyo, have been barricaded by police and quick response squads...#ni…","2015-04-12 12:36:12",13
1548,"rt @imadmesdoua: kai! today will be a long day rt @okwoche #inec chairman says election results could be released by 6pm monday evening. #n…","2015-03-30 05:51:05",10
1549,"rt @openbudgets: #nigeria audit into ""missing"" oil revenues imminent as election approaches http://t.co/1wium9kd7q #followthemoney @4lowthe…","2015-02-04 17:09:30",7
1550,"rt @premiumtimesng: as at 4.16 pm in pu 007 in bida, only 91 of 648 voters have been accredited. voters getting restless #nigeriadecides  h…","2015-03-28 15:55:51",10
1551,"#iwillvoteapc in all elections because it has a clear rule book for governance. #nigeria ^ia","2015-02-19 19:16:58",5
1552,"rt @anthoniaorji: we do not have pvc. over 160,000 people did not vote today. we have won in ogun state wit landslide victory -governor amo…","2015-04-11 20:08:49",14
1553,"police personnel have been at the polling unit for about an hour now, but not inec. @voteandshareng #nigeriadecides http://t.co/j89tl3uza1","2015-03-28 06:59:37",9
1554,"#nigeriadecides live update 156: #imodecides governorship election results by lga in gov. okorocha’s state – inec... http://t.co/effctutmj0","2015-04-12 11:42:19",5
1555,"still don't know who the president is... almost 48hours #nigeria2015elections #nigeriadecides","2015-03-30 17:36:50",9
1556,"based on the lenten calendar for 2015, how will @inecnigeria hold elections without the christians pushing back? #nigeria","2015-02-07 18:54:51",19
1557,"examining #nigeria election - apr 9 forum in dc by @gallop, #feeeds (@rrsafrica) &amp; @allafrica http://t.co/3bpfddevfz http://t.co/lntirvs7ui","2015-04-06 22:36:43",5
1558,"rt @apcforchange: i’m very excited about the candidacy of @thisisbuhari and @profosinbajo. #iwillvoteapc #nigeria ^la","2015-02-16 19:31:59",7
1559,"rt @rotexonline: in other news; many families are jittery over plans to shift elections as it will affect wedding dates already scheduled #…","2015-02-07 19:10:15",14
1560,"rt @vom_usa: nigeria's presidential election, scheduled for saturday, has been postponed 6 weeks by election commission. please #pray for #…","2015-02-09 19:13:47",8
1561,"#nigeriadecides: all the most talked about photos at election - http://t.co/rj5vldycq1 via @expressngr","2015-03-29 09:00:18",12
1562,"rt @misanho: bomb blast at polling unit in enugu #2015electionpictures #nigeriadecides @post_nigeria http://t.co/blgnrultdi","2015-03-28 09:26:28",5
1563,"rt @imadmesdoua: female suicide bomber kills at least 5 and wounds dozens at security checkpoint in #potiskum, #nigeria http://t.co/c89frj7…","2015-02-22 13:57:50",6
1564,"rt @karo_orovboni: who will you be voting for in the 2015 presidential elections?

rt for buhari
fav for jonathan

#nigeriadecides http://t…","2015-03-20 15:14:59",23
1565,"results from #ogun east senatorial district as announced by inec

apc: 84,001
pdp: 99,540
sdp: 12,972

  #nigeriadecides","2015-03-30 12:43:42",30
1566,"rt @ogundamisi: .@thisisbuhari on cnn compared to #gejmediachat now you see the difference. #nigeria is blessed with the people's general","2015-02-11 19:35:54",183
1567,"rt @situationroomng: as at the moment, after the results of kaduna, @pdpnigeria = 3,397,041 @apcnigeria = 7,868,312. #nigeriadecides #niger…","2015-03-30 20:32:55",29
1568,"rt @vanguardngrnews: violence in ogun as apc, pdp clash at amosun’s campaign http://t.co/ayin2k0guq #nigeriadecides","2015-03-02 07:13:47",5
1569,"rt @eienigeria: picked up your pvc? you have just have 5 days left! the power to be a voice as #nigeriadecides is in your pvc! http://t.co/…","2015-03-17 15:24:53",9
1570,"rt @gossipnationng: many heartwarming pictures from maiduguri. this old man was sick but insisted on coming out to vote. #nigeriadecides ht…","2015-03-29 09:47:01",10
1571,"rt @tvcnigeria: the card reader for unit 034, ebute metta in lagos has not been functional, inec officials trying to rectify the glitch #ni…","2015-04-11 11:05:46",5
1572,"rt @situationroomng: @inecnigeria must ensure that all announced results are accurate and reflect the will of the nigerian people #nigeriad…","2015-03-30 09:31:14",7
1573,"@nijatvhamburg   [election 2015] defeat of the incumbents   http://t.co/eguuovlqcy #onenigeria,#nigeriadecides,#votewisely","2015-04-14 23:58:14",22
1574,"rt @writersofcolour: nigeria’s elections are now only 5 days away. catch up on our #nigeriadecides election diary http://t.co/2lft5soxd7 ht…","2015-03-23 23:08:02",6
1575,"in just a day #nigeriadecides follow us for live updates on #nigerianselections2015 @osiwa1 #thumbpower","2015-03-27 08:00:08",6
1576,"rt @gtbank: as you visit the polls today, please be security conscious #nigeriadecides #gtbankcares http://t.co/k5u4exwawe","2015-03-28 07:32:33",33
1577,"rt @ecopoliticsng: #nigeriadecides:election day  @webtvng covered isheri, omole, magodo and shangisha, the first 2 had serious issues with …","2015-03-28 23:39:31",5
1578,"rt @ayosogunro: 15. inec can prevent this agenda by holding state executive and all legislative elections before the presidential election.…","2015-02-09 20:15:39",22
1579,"rt @tzmilez: this is what they're doing, and fools will still vote #nigeriadecides #2015election http://t.co/m7wud7vwyc","2015-03-28 10:01:36",15
1580,"'those who make peaceful revolution impossible will make violent revolution inevitable.'~john f. kennedy #nigeriadecides","2015-03-30 17:18:34",7
1581,"#nigeriadecides live update 420: pdp exposed, dakuk makes shocking revelation, “video clips of election rigging... http://t.co/rgzik6rfcl","2015-03-31 03:47:14",7
1582,"13days to #nigeriadecides no matter the last minute propaganda done, here is the verdict. @apcforchange @apcnigeria http://t.co/usqbjsymhx","2015-02-01 14:02:05",7
1583,"livestream @thisisbuhari at @africaprog event in 10 minutes: http://t.co/uq8c39llzi #nigeriadecides #buhari","2015-02-26 09:50:14",23
1584,"#nigeriadecides: buhari receives certificate of return from inec: inec has officially presented presidential-e... http://t.co/en2zhpqrtu","2015-04-01 14:20:11",5
1585,"rt @mrayedee: 27/38 day. unfortunately, the likelihood of all voters turning up again is next to nothing, #nigeriadecides #pvc #cardreader …","2015-03-17 22:16:43",28
1586,"heavy military and police presence currently being reported by residents of karu site, karu. #nigeriadecides.","2015-03-30 16:14:57",9
1587,"rt @mrayedee: 24/42 such claims that the election did not comply substantially with the provisions of the electoral act. #nigeriadecides #a…","2015-02-06 10:55:41",15
1588,"rt @nnena_omali: if u like cook another set of figures from tonight till tomorrow, the true winner of this elections will still be declared…","2015-03-30 22:53:04",5
1589,"#nigeria : tout juste élu président, buhari déclare la guerre à boko haram
http://t.co/4oy9jhyhk9","2015-04-02 05:50:46",35
1590,"rt @emeka_talks: whoever wins these elections, nigeria has the real victory. the losers must be gracious in defeat &amp; not mar the elections.…","2015-03-31 08:49:27",5
1591,"rt @fidelismbah: six weeks to tame #bokoharam so #nigeria elections can be held. @inecnigeria chair not sure of what next if that option fa…","2015-02-07 22:12:48",17
1592,"forget age, @thisisbuhari 's mind is still very very sharp. i pray we don't miss this one chance to get it right! #nigeria","2015-02-08 19:57:55",43
1593,"rt @allafrica: #nigeria why nigeria's election matters for africa: http://t.co/kellijoom7","2015-03-28 14:39:03",6
1594,"rt @mrayedee: 11/23 this sets a new standard for class in presidential elections. #nigeriadecides #buhariwins","2015-03-31 17:00:51",64
1595,"rt @nigerianewsdesk: #nigeriadecides: nasarawa results by inec http://t.co/bbvtmt4pp2 via @todayngr","2015-03-30 15:51:15",8
1596,"rt @redcard2015: president-elect @thisisbuhari and vp-elect @profosinbajo arrive to collect their certificate of return #nigeria2015","2015-04-01 13:30:02",7
1597,"rt @skollfoundation: watch @newshourworld 
nigerians push for peaceful elections http://t.co/hxlihdxlqh #nigeria @sfcg_ http://t.co/7sbvvis…","2015-03-19 21:20:26",5
1598,"rt @ntanewsnow: #pvc collection ends on sunday! hurry now to collect yours if you have not.
#nigeriadecides rt if #pvccollected fav if #pvc…","2015-02-04 15:31:47",11
1599,"smart: how inec recovered hacked website in less than an hour #nigeriadecides http://t.co/jxhouwequv via @theinfong","2015-03-28 14:35:58",95
1600,"i am glued to this google spreadsheet by @archittiwari on the nigerian elections https://t.co/bm4itncay8 #nigeriadecides","2015-03-30 20:24:06",11
1601,"#nigeria anuncia rescate de ""200 chicas y 93 mujeres"" en manos de boko haram ▶ http://t.co/c9p8hsx2vz http://t.co/kafwdgepmd","2015-04-28 23:38:23",8
1602,"@nijatvhamburg   [election 2015] tambuwal wins sokoto governorship poll   http://t.co/jemajgpf2j #onenigeria,#nigeriadecides,#votewisely","2015-04-12 21:09:33",27
1603,"rt @ngrguardiannews: nigerian election 'meets continental and regional standards': au #nigeriadecides http://t.co/bf22mgq0wb","2015-03-30 09:18:04",5
1604,"rt @mrayedee: 8/42 incontrovertible evidence that the election in ekiti was rigged and the alleged voices are actually those #nigeriadecide…","2015-02-06 10:50:30",12
1605,"rt @kathleenndongmo: 'this step by step marking of the exam paper by inec is too long a thing. must we show our working everytime?' - b. aw…","2015-03-31 09:32:54",5
1606,"rt @aminugamawa: election related violence occurred in many unexpected places. the election in the north was generally peaceful. #nigeriade…","2015-04-12 01:47:01",13
1607,"rt @danielakinlami: ""the postponement of elections in #nigeria runs the risk of eroding the trust of the electorate."" ~ kofi annan http://t…","2015-02-10 09:15:30",8
1608,"@nijatvhamburg  national broadcast by pres. jonathan on the 2015 election (tr  http://t.co/guex0tgoeb #onenigeria,#nigeriadecides,#votewise","2015-03-27 17:29:42",35
1609,"a postponed election in #nigeria puts safety of women and girls in the spotlight: http://t.co/a1pwfino53 via @globalfundwomen #endvaw","2015-02-28 21:05:21",8
1610,"rt @tvcnigeria: #nigeriadecides : presidential election results as it stands http://t.co/hanhu3sgxx","2015-03-31 12:47:47",9
1611,"rt @inecnigeria: #pvc collection ends on sunday! hurry now to collect yours if you haven't already. #nigeriadecides http://t.co/ak6pv7eaz8","2015-02-05 07:22:34",72
1612,"social media was the other big winner at nigeria’s historic elections
http://t.co/x06hgs3lkf via @qz 
#nigeriadecides http://t.co/ratxtccsza","2015-04-07 09:31:05",7
1613,"rt @colinudoh: jega: we have established that elections held in rivers state #nigeriadecides","2015-03-31 11:43:49",19
1614,"nigerian students in ghana have stated their wish for a peaceful election as #nigeriadecides.","2015-03-28 12:38:50",10
1615,"rt @schneiderhome: so far, it seems 1 boko haram attack in #gombe but voting in #borno idp camps. so so so much better than feared. well do…","2015-03-28 12:09:36",54
1616,"rt @situationroomng: people in military uniform harassing harassing voters at pu25/05/o5/004, keana lg, nassarawa cc @hqnigerianarmy @bbcaf…","2015-04-11 12:32:38",6
1617,"#nigeriadecides: how apc, pdp fared so far in the governorship elections http://t.co/hlchg1nkls","2015-04-13 07:10:38",5
1618,"rt @blossomnnodim: i was born in the north east. raised in the south east. served my fatherland in the south south. live in the north centr…","2015-03-16 07:33:29",19
1619,"rt @btbreakingtimes: breaking: it appears the inec website is back up. #nigeriadecides #pollmonitorng","2015-03-28 12:01:00",12
1620,"rt @situationroomng: election monitoring tool, case also revealed that as at 4:10pm, card reader was successful by 70% #nigeriadecides","2015-03-28 15:43:17",5
1621,"rt @saka_stic: as #nigeriadecides, remember that #electionnobewar #voteinpeace #votenotfight. in the end, may the best man win! god bless n…","2015-03-28 09:26:47",27
1622,"rt @lorientlejour: des femmes mariées de force à des boko haram massacrées par leurs ""époux""   #nigeria https://t.co/v12c8kdofw","2015-03-19 15:09:49",6
1623,"#ecowas sends 12 long-term observers to 5 zones for #nigeria's #elections. #rapidresponse #conflict  http://t.co/ctixallfla","2015-02-02 14:06:11",7
1624,"rt @channel4news: watch the incredible rescue of 100s of schoolgirls from boko haram @millerc4 #nigeria http://t.co/zqtvj99vta #c4news http…","2015-02-11 18:22:49",158
1625,"rt @joyubeku: we do not need guns,violence and bombs 2bring peace, we need love &amp; compassion #noviolence #nigeriadecides #nigeria2015 #tbn …","2015-03-23 16:20:20",6
1626,"rt @debolalagos: #nigeriadecides @chude arrested in sabo area of yaba as he went about election monitoring duty. calm and respectful with t…","2015-03-28 15:00:01",19
1627,"rt @gidimeister: elections should be held once, for all positions, and reported within 24hrs. what we have now just causes problems #nigeri…","2015-04-11 15:43:45",7
1628,"rt @topradio909: lagos people should vote when jega gets an amvca nod. elections are not won on social media. #nigeriadecides is the movie/…","2015-03-31 12:08:15",5
1629,"rt @lmushikiwabo: #nigeriadecides it feels good to have a smooth election in nigeria! proud of, and happy for,  naija brothers &amp; sisters! w…","2015-03-31 21:02:33",45
1630,"rt @tvcnigeria: announcement of presidential election results in 8 states and the fct, as it happened here : https://t.co/feazdyrgfz … #nig…","2015-03-30 15:26:16",7
1631,"the election they chop data abeg rt if u agree.... #nigeriadecides","2015-03-31 06:44:53",14
1632,"""@atiku: as we await the announcement of results by inec, please remain calm and peacefully vigilant #nigeriadecides""","2015-03-30 08:06:56",29
1633,"rt @nakufoaddo: we join the good people of #nigeria in praying for a free, fair and peaceful elections across the entire federal republic.","2015-03-28 11:41:38",30
1634,"@putin we are #biafrans, the amalgamation which created nigeria expired in 2013, #biafrans say no to #nigeria elections.","2015-03-24 07:59:28",5
1635,"boko haram kills 25, sacks borno village - #maiduguri—suspected members of dreaded #bokoharam sect... http://t.co/ktskga7nly #news, #nigeria","2015-04-07 11:19:57",6
1636,"comparison is an act of violence against the self. #nigeriadecides #noviolence  #nigeria2015 @tbnfoundation @skiwo","2015-03-23 14:33:29",5
1637,"#nigeriadecides: nigeria 2015 presidential, national assembly elections – live updates (results)... http://t.co/siokioxddu","2015-03-28 20:46:04",13
1638,"rt @emekagift: @repgracemeng  it is against human right to force #biafra nation into nigeria @barackobama #biafrans says no to #nigeria ele…","2015-03-24 11:17:43",194
1639,"apc claims victory in election ahead of inec’s declaration - nigeria‘s main opposition on tuesday... http://t.co/4mu9uunur0 #news, #nigeria","2015-03-31 15:14:47",5
1640,"rt @abuja_facts: governor rotimi amaechi now live at the apc national headquarters with supporters, as nigerians await inec. #nigeriadecides","2015-03-31 22:01:47",28
1641,"rt @kayodeakintemi: #nigeria2015: general muhammadu buhari is president-elect &amp; has received his @inecnigeria certificate of return http://…","2015-04-01 13:51:48",50
1642,"rt @tvcnigeria: apc leaders are protesting against alleged irregularities in the conduct of the elections in akwa ibom #nigeriadecides.","2015-03-30 11:07:52",8
1643,"breaking: buhari sweeps yobe state, polls 446,265 against jonathan's 25,536: http://t.co/5vdnjly7xa
#nigeriadecides #nigeria2015","2015-03-31 13:10:01",6
1644,"rt @channelstv: #nigeria2015: nhrc boss warns politicians against violence ahead of polls https://t.co/repbspa3wm","2015-02-14 10:10:39",5
1645,"rt @aliyukhalid: baba buhari will be sworn in as the president of nigeria by the grace of god.cheer up and be vigilant.
#notoviolence
#marc…","2015-02-08 18:48:46",12
1646,"rt @rosanwo: does @inecnigeria have 10,000 it personnel to man all wards across the country. #nigeria","2015-02-18 12:12:26",15
1647,"nigerian army storm sambisa forest - nigerian troops have finally bombed boko haram’s notorious... http://t.co/ag5espfqkk #news, #nigeria","2015-02-09 13:18:40",5
1648,"rt @mgujungu: i have just casted my vote for a corrupt free nigeria, ya allah let my vote count #nigeriadecides @gmbvolunteers @ayourb @thi…","2015-03-28 16:20:56",10
1649,"rt @rumourcntrl: did you see it? were you there? report all nigeria election rumours to @rumourcntrl. let’s verify #nigeriadecides #ngrumour","2015-03-27 22:17:53",9
1650,"an underage allowed to http://t.co/k30b6tndgz did he even get his pvc in the first place? #nigeriadecides http://t.co/cgkqkdvckm","2015-03-28 11:55:09",15
1651,"rt @daily_trust: #nigeriavotes 
#nigeriadecides selfie
selfies of nigerians awaiting @inecnigeria's declaration of poll results
http://t.co…","2015-03-31 16:13:55",11
1652,"rt @tearfund: #nigeria election results are due in today. we're praying for peace now and in the days to come, please join us. #nigeriadeci…","2015-03-30 09:34:53",6
1653,"rt @kofi_bartels: as long as politicians continue to be millionaires overnight, elections in nigeria will continue to be a do-or-die affair…","2015-04-12 07:52:28",19
1654,"rt @muskiees: when @apcnigeria where busy campaigning, @pdpnigeria where busy attacking apc, now this is the outcome,downfall of pdp.boom! …","2015-04-12 06:24:14",64
1655,"rt @ajstream: q4: what impact will the youth have on #nigeria's election? remember to use #ajnigeriadecides in your tweet! http://t.co/fucw…","2015-02-13 15:31:59",16
1656,"😂😂""@dat_oau_geek: the way buhari is beating gej in this election tho. legendary lo se beat ooooo. baba ginger o ginger o. #nigeriadecides""","2015-03-31 09:13:51",11
1657,"rt @philhazlewood: suspected boko haram attack at polling stations in gombe state kills two @afp #nigeriadecides","2015-03-28 11:31:49",22
1658,"rt @fatiskira: i used to be very scared of watching a picture of dead bodies... #nigeria changed that in me. please #notoviolence. we have …","2015-03-29 10:02:55",5
1659,"rt @carolyndunncbc: “@canadafp: “people of #nigeria must be allowed their democratic right to free, fair, peaceful &amp; credible elections” -@…","2015-02-09 16:53:31",14
1660,"opinion: @inecnigeria , desperadoes and a #military in decline

http://t.co/p1don1msfi #roadto2015 #nigeria","2015-02-10 10:13:36",14
1661,"rt @emekagift: @repdavidvaladao  it is against human right to force #biafra nation into nigeria @barackobama #biafrans says no to #nigeria …","2015-03-24 11:18:19",148
1662,"""democratic and credible election in #nigeria fundamental to defeat boko haram"" @giannipittella #nigeria2015 http://t.co/svdhvbidc1","2015-03-25 12:06:18",5
1663,"the economist magazine and nigeria’s election: anatomy and philosophy of colonial mentality #nigeria  http://t.co/gdkx2a3g45?","2015-02-20 08:57:11",5
1664,"rt @africapractice: nigeria elections: download our summary election results update: http://t.co/hr1rvbjzs5  #nigeria #africa http://t.co/k…","2015-04-02 09:22:12",6
1665,"rt @aligthebaptist: presidential poll: don’t thwart the will of the people with fake elections result, apc warns #nigeria  http://t.co/7ora…","2015-03-29 11:27:32",9
1666,"rt @maybeks: disregard all election results from #sitroom15. sit-room belong to apc. only @inecnigeria has powers to announce results. #nig…","2015-03-29 02:29:31",16
1667,"rt @apcnigeria: “@apcforchange: april 19, 2015: 40 days until @mbuhari is sworn in as president of the federal republic of #nigeria. http:/…","2015-04-19 17:53:42",40
1668,"lagos presidential election results

(ikeja local government) 
apc - 29,893 
pdp - 23,836

#nigeriadecides
#nigeria2015","2015-03-30 12:25:10",9
1669,"#nigeriadecides live update 457: s-h-o-c-k-i-n-g    revelation: i warned jonathan against boko haram ceasefire,... http://t.co/hd1i2hls1v","2015-03-31 10:20:56",5
1670,"rt @ynaija: ""my card &amp; my wife's card had some issues &amp; we waited, please nigerians be patient i have spoken to the inec chairman."" -gej #n…","2015-03-28 09:04:49",17
1671,"rt @kremlinkidd: its obvious you guys have a prejudice against nigeria. @cnni: at least 11 people killed as violence mars #nigeria election…","2015-03-29 07:29:56",6
1672,"sad news: because of boko haram attacks many regions in #nigeria have become devoid of christian population.

to... http://t.co/uqrpxp92mb","2015-02-06 08:08:04",5
1673,"honored to be an observer as #nigeriadecides - here watching accreditation process by @inecnigeria - a/s ltg http://t.co/my78su5bsw","2015-03-28 16:24:21",24
1674,"pdp  can so dream sha...  cancellation of election in kano, and 5 other states.. why not cancel enugu?  #nigeriadecides","2015-03-31 08:09:50",5
1675,"rt @harumutasa: #nigeriadecides president jonathan: i want to assure nigerians elections will be conducted and the inauguration will happen…","2015-02-11 19:16:47",5
1676,"nigeria opposition claims victory in tense election #nigeriadecides #nigeria2015 (http://t.co/apwgceah8q) http://t.co/2sv6f9f3ug","2015-03-31 15:29:20",7
1677,"under nigeria's constitution election dates could shift again. yes. true. #nigeriadecides","2015-02-08 07:47:24",11
1678,"#nigeriadecides: disregard election results not announced by inec – sss:  
 
ahead of tomorrow’s presidential ... http://t.co/rirzevsvru","2015-03-27 16:57:25",10
1679,"how can you contest for presidential election and rejected votes will be more than yours? are you not mad? #nigeriadecides","2015-03-30 13:53:05",19
1680,"rt @muhdmakinta: #nigeriadecides #tellyourneighbour that this election isn't about religion nor ethnicity buh about saving nigeria from the…","2015-03-23 15:43:43",16
1681,"rt @wikewinningteam: the presidential election is in four days. let us make choices that will keep transformation going in nigeria. vote ge…","2015-03-24 14:49:26",5
1682,"rt @bar_baric: the most accurate projections i've seen for the 2015 nigeria presidential elections. #nigeriadecides http://t.co/mqatybc5gd","2015-03-23 20:44:17",7
1683,"rt @apcnigeria: rt @pmnewsnigeria: correction: card readers suspended in places where there are challenges in plateau state. #nigeriadecide…","2015-03-28 13:51:38",18
1684,"the #nigeriadecides general election will continue tomorrow. keep the excitement up.","2015-03-28 16:37:33",11
1685,"as #bokoharam attacks escalate, #nigeria rejects calls to declare a state of emergency - http://t.co/crkycixwyr http://t.co/t3kpbfluz8","2015-04-10 17:26:02",8
1686,"rt @ngrguardiannews: police arrest inec officials, party agents over alleged electoral offences in zamfara - aig #nigeria2015 http://t.co/8…","2015-03-29 13:02:56",8
1687,"rt @naijcom: mohammed abubakar (apc) is the winner of the april 11 governorship election in bauchi state. apc - 654,934 / pdp - 282,650. #n…","2015-04-12 18:46:40",9
1688,"rt @daily_trust: the brutal truth we told #jonathan, @thisisbuhari during the presidential #election - cardinal onaiyekan

http://t.co/buxu…","2015-04-05 19:58:47",5
1689,"""@bbcworld: after #nigeriadecides, 5 reasons why goodluck jonathan lost election http://t.co/rz4lim2awz http://t.co/9owf7najh7""","2015-03-31 18:33:27",7
1690,"still waiting for inec announcement on election date #nigeriadecides #nigeria http://t.co/bproxf9hvl","2015-02-07 18:11:21",13
1691,"#nigeriadecides: rivers state gov. rotimi amaechi has finally been accredited at his polling unit in ikwere lga... http://t.co/rfoug1spss","2015-04-11 12:14:33",6
1692,"rt @jazulabdul: i have just casted my vote. i pray to god that my choices to win the elections. #nigeriadecides","2015-03-28 15:54:04",7
1693,"rt @maybeks: pdp is wining in all lgas so far in rivers state. @chibukeamaechi, where you at? still #noviolence #nigeriadecides #nigeria201…","2015-03-28 20:01:54",8
1694,"rt @popsondebor: a christian apc candidate defeated gov babangida aliyu in a muslim dominated senatorial district. lesson for religion bigo…","2015-03-30 07:11:47",508
1695,"stalling the announcement of election results is a well known ""incumbent"" tactic. prepare for a runoff #nigeriadecides","2015-03-31 11:07:11",7
1696,"390 opc members have been given military uniforms ahead of today's election. http://t.co/dncl1rsq4v #nigeriadecides http://t.co/ggtidwwkb0","2015-03-28 00:51:25",17
1697,"#abuja tonight is about fun &amp; peaceful elections!
5pm. sheraton hotel.
free, well ....
#rsvpconcert
#nigeriadecides http://t.co/nm0qtsf5av","2015-03-26 08:11:50",17
1698,"""we believe we have done sufficient voter education to make invalidation of votes lower""- jega #nigeriadecides","2015-03-29 17:14:39",31
1699,"#nigeriadecides waiting for @inecnigeria ""ward 025 and 026 kwarbe""","2015-03-28 07:27:46",5
1700,"which ever party wins the presidential election. abeg! na peace we want o #nigeriadecides .","2015-03-28 17:53:06",8
1701,"#pvcupdate: latest figures and percentage of pvc collection as at today!- feb 17, 2015 
#nigeriadecides http://t.co/zbdurtsdm6","2015-02-17 17:25:53",156
1702,"rt @tvcnigeria: #kwara's bruten/kaima federal constituency results as announced by inec

apc:32,505

pdp:12,356

cpp:74

lp:22

#nigeriadec…","2015-03-30 09:58:50",28
1703,"rt @thetimes: we’ll be jailed if we lose election, says #nigeria’s first lady http://t.co/uawog9umdu http://t.co/rtls7m6s2f","2015-03-27 09:29:38",10
1704,"new report from the nigerian nhrc says 58 have been killed in pre-election violence @chairmannhrc #nigeriadecides http://t.co/djrcbwuqxj","2015-02-18 01:49:44",5
1705,"rt @fatiskira: dear politicians, #nigeria can decide without violence, please call your dogs to order. 'gunmen' ballot box 'thieves' etc. y…","2015-03-29 08:43:27",6
1706,"rt @aminugamawa: congratulations buhari and apc!congratulations jega and inec! 
congratulations nigeria!
#nigeriadecides #nigeriadecided #n…","2015-04-01 02:49:48",63
1707,"jonathan makes shocking confession about boko haram, as he vows to take down shekau http://t.co/4ci86fprk9 #bokoharam #nigeria","2015-02-22 13:53:42",7
1708,"rt @akwasisarpong: voting is to continue in some parts of nigeria after technical problems during saturday's presidential election.

#niger…","2015-03-29 06:34:09",6
1709,"rt @abuja_facts: collation of results is now live as inec chairman displays result sheets. #nigeriadecides","2015-03-30 13:34:54",14
1710,"rt @mr_baffale: this bola shagaya think say she get sense, people are now wiser with the happenings around. @adeola0503 @apcukingdom @apcni…","2015-04-03 00:09:08",6
1711,"2015 elections in #nigeria has been a great success.lets continue to make #nigeria a safe place for every child.. http://t.co/ebrsfwe2jx","2015-04-13 13:46:24",5
1712,"#nigeria: boko haram kills 68, including children, in ne nigeria: witnesses http://t.co/ac8amakcul @ngrlatestnews","2015-03-05 20:20:33",24
1713,"opposition leader muhammadu #buhari wins #nigeria presidential election http://t.co/hngeqzzihx http://t.co/bkcmncyjvc","2015-04-01 07:09:25",34
1714,"rt @gidi_traffic: #update""@iportalnews: #nigeriadecides @gidi_traffic inec website back online. http://t.co/3rpjrdlmrz","2015-03-28 11:45:51",16
1715,"rt @tmgng: tmg confidently verifies the accuracy of the official results for the presidential election per inec figures. #nigeriadecides #n…","2015-04-01 09:49:39",9
1716,"rt @eienigeria: reminder that you have just 2 more days to go pick up your pvc! have your voice heard as  #nigeriadecides http://t.co/cdqvm…","2015-03-19 14:29:47",7
1717,"i doubt if  boko haram are really killing in the north. these northerners are just too much. #nigeriadecides","2015-03-31 08:05:35",8
1718,"#datjoblessboi #nigeriadecides:news | by eric inec official website hacked! (see photo): in... http://t.co/bfvm5buu0e via @datjoblessboi","2015-03-28 11:34:57",14
1719,"breaking: boko haram attacks kayamla, borno http://t.co/jgjnpzanj3 via @24dailygist #nigeria","2015-04-04 22:06:39",15
1720,"rt @chitranagarajan: i love how @ap journalists sitting in dakar are first to know nigerian elections postponed - apparently before @inecni…","2015-02-07 11:45:43",7
1721,"rt @naijablogger: still as at 5.22pm no election materials in shangisha magodo.
this is strange #nigeriadecides #naijablogger","2015-03-28 16:29:46",7
1722,"#nigeriadecides: professor horace campbell comments on nigerian elections http://t.co/1boedzrqrh","2015-02-11 21:35:05",7
1723,"buhari at chatham house: why i want to be president – buhari
http://t.co/2xrrdavfzf #electionvanguard #nigeriadecides","2015-02-27 07:09:50",8
